PROJ_NAME,TRACK GROUP,TRACK,DOMAIN,TASK,category,,
Iron Mountain,UNIX DOMAIN,Middleware,ShellScript,QAS Data Validation,automatable,,
Estee Lauder,WINTEL DOMAIN,DCOPS,CA-ITPAM,Incident Management for FS1-VENDOR-LOAD.,automatable,,
Estee Lauder,WINTEL DOMAIN,GAM,Powershell,BULK DL CREATION,automatable,,
Becton Dickinson,WINTEL DOMAIN,Command center,Powershell,CC-Service Status,automatable,,
Becton Dickinson,WINTEL DOMAIN,Command center,Powershell,Device monitoring -TFS servers,automatable,,
Becton Dickinson,WINTEL DOMAIN,Command center,Powershell,"Qwik , ROWA and Critical server Monitoring",automatable,,
Becton Dickinson,WINTEL DOMAIN,Command center,Powershell,CC servers Memory Usage,automatable,,
Becton Dickinson,WINTEL DOMAIN,Command center,Powershell,CC- Pro-Active Monitoring,automatable,,
Becton Dickinson,WINTEL DOMAIN,SCCM,"Tools, Optibot, Python & Misc",SCCM-Instalation of Patch,automatable,,
Becton Dickinson,WINTEL DOMAIN,SCCM,Powershell,SCCM-Patch last installed details,automatable,,
Becton Dickinson,WINTEL DOMAIN,Windows,Powershell,Windows-Qualys installation,automatable,,
Iron Mountain,MIDDLEWARE,Middleware,ShellScript,Log file cleaning for Incontrol application,automatable,,
Iron Mountain,MIDDLEWARE,Middleware,ShellScript,Log file cleaning for IBM SDS in Alfresco,automatable,,
BCBS NC,WINTEL DOMAIN,Windows /VmWare,Powershell,"Setup and Schedule 'vCheck for vSphere' Report for TPT and EQX VC's
",automatable,,
Iron Mountain,MIDDLEWARE,Middleware,ShellScript,Alfresco HPI AMP's deployments,automatable,,
RFIH - Synchrony Financial,WINTEL DOMAIN,Vmware,Powershell,Multipathing Report,automatable,,
Iron Mountain,MIDDLEWARE,Middleware,ShellScript,Group owner checkup for Alfresco TDI customer in production environment,automatable,,
Iron Mountain,MIDDLEWARE,Middleware,ShellScript,Check number of DB Connections opened from Alfresco app to MS SQL DB,automatable,,
Iron Mountain,MIDDLEWARE,Middleware,ShellScript,Starting IBM WAS process when segmentation error occurs in legacy DRCi,automatable,,
BCBS NC,UNIX DOMAIN,Unix,ShellScript,Cpu utilization,automatable,,
BCBS NC,UNIX DOMAIN,Unix,ShellScript,File system utilization,automatable,,
Cummins. Inc,WINTEL DOMAIN,Windows,Powershell,CPU Utilization,automatable,,
Becton Dickinson,WINTEL DOMAIN,Command center,Powershell,Email Notification to P1 & P2 Incidents,automatable,,
BCBS NC,WINTEL DOMAIN,Windows,Powershell,Append and/or modify DNS Suffix on Windows Servers and Windows Desktops.,automatable,,
BCBS NC,WINTEL DOMAIN,Vmware/Windows,Powershell,Generate List of VM's created in last n days.,automatable,,
BCBS NC,WINTEL DOMAIN,Vmware/Windows,Powershell,"Generate List of VM's Removed in last n days.
",automatable,,
Estee Lauder,STORAGE AND BACKUP DOMAIN,Backup,CA-ITPAM,Incident Management for Avamar Backup alert,automatable,,
Estee Lauder,PROCESS AND OTHER REPORTING DOMAIN,DC-OPS,CA-ITPAM,SR Management for FS1-VENDOR-LOAD.,automatable,,
Estee Lauder,PROCESS AND OTHER REPORTING DOMAIN,Tools,CA-ITPAM,SOI RUNBOOK V2,automatable,,
Catholic Health Initiatives,WINTEL DOMAIN,Wintel,Powershell,Share Drive Creation and Mapping,automatable,,
Avago,TOOLS DOMAIN,GAM,"Tools, Optibot, Python & Misc",Employee VPN - Add New User ( Contractor VPN),automatable,,
Avago,TOOLS DOMAIN,GAM,"Tools, Optibot, Python & Misc",Generic Email - Create New Account,automatable,,
Avago,TOOLS DOMAIN,GAM,"Tools, Optibot, Python & Misc",Generic Email - Modify Account,automatable,,
Avago,TOOLS DOMAIN,GAM,"Tools, Optibot, Python & Misc",Generic Email - Transfer Account Ownership,automatable,,
Avago,TOOLS DOMAIN,GAM,"Tools, Optibot, Python & Misc",Google Group (PDL ) - Create New Distribution List,automatable,,
Avago,TOOLS DOMAIN,GAM,"Tools, Optibot, Python & Misc",Google Group (PDL) - Modify Distribution List,automatable,,
Avago,TOOLS DOMAIN,GAM,"Tools, Optibot, Python & Misc",Google Group (PDL) - Transfer Distribution List Ownership,automatable,,
Avago,TOOLS DOMAIN,GAM,"Tools, Optibot, Python & Misc",Individual Email - Create New Account,automatable,,
Avago,TOOLS DOMAIN,GAM,"Tools, Optibot, Python & Misc",Individual Email - Modify Account,automatable,,
Avago,TOOLS DOMAIN,GAM,"Tools, Optibot, Python & Misc",LucidChart License assignment,automatable,,
Avago,TOOLS DOMAIN,GAM,"Tools, Optibot, Python & Misc",Office365 license assignament for MAC users,automatable,,
Avago,STORAGE AND BACKUP DOMAIN,Backup,Powershell,Backup Inventory validation,automatable,,
Avago,STORAGE AND BACKUP DOMAIN,Backup,Powershell,Backup Appliance Health Check for Cohesity,automatable,,
Avago,STORAGE AND BACKUP DOMAIN,Backup,Powershell,Backup Appliance Health Check for Networker,automatable,,
Avago,STORAGE AND BACKUP DOMAIN,Backup,Powershell,Backup Appliance Health Check for Datadomain,automatable,,
Avago,WINTEL DOMAIN,Storage,Powershell,Storage Appliance Health Check for Isilon,automatable,,
Avago,WINTEL DOMAIN,Storage,Powershell,SyncIQ Status,automatable,,
Avago,WINTEL DOMAIN,Storage,Powershell,Storage Pool Utilization,automatable,,
Avago,WINTEL DOMAIN,Storage,Powershell,Storage allocation (Scripts in Place),automatable,,
Avago,WINTEL DOMAIN,Storage,Powershell,Storage archive requets (Scripts in Place),automatable,,
Avago,WINTEL DOMAIN,Storage,Powershell,Storage remove Quota (Scripts in Place),automatable,,
Avago,UNIX DOMAIN,Linux,ShellScript,Server Build,automatable,,
Avago,TOOLS DOMAIN,GAM,"Tools, Optibot, Python & Misc",WebEx request,automatable,,
Avago,WINTEL DOMAIN,AD,Powershell,Adding computers to the right OU,automatable,,
Avago,WINTEL DOMAIN,GAM,Powershell,Check duplicate email accounts,automatable,,
Avago,TOOLS DOMAIN,GAM,"Tools, Optibot, Python & Misc",O365 licence through Order Desk,automatable,,
Avago,TOOLS DOMAIN,GAM,"Tools, Optibot, Python & Misc",Windows Generic Account - Transfer Account Ownership,automatable,,
Avago,TOOLS DOMAIN,GAM,"Tools, Optibot, Python & Misc",Windows Generic Account - Terminate Account,automatable,,
Avago,TOOLS DOMAIN,GAM,"Tools, Optibot, Python & Misc",Regular termination,automatable,,
Avago,TOOLS DOMAIN,GAM,"Tools, Optibot, Python & Misc",Urgent termination,automatable,,
Avago,TOOLS DOMAIN,Order desk,"Tools, Optibot, Python & Misc",Track Delivery Follow-up,automatable,,
Avago,TOOLS DOMAIN,Nagios,Powershell,Dashboard Status,automatable,,
Avago,TOOLS DOMAIN,Nagios,Powershell,Daily Checks,automatable,,
Avago,TOOLS DOMAIN,Nagios,Powershell,Script for SQL DB Monitoring,automatable,,
Avago,TOOLS DOMAIN,Nagios,Powershell,Hardware Plugins,automatable,,
Avago,TOOLS DOMAIN,Nagios,Powershell,ESX Plugin,automatable,,
Avago,TOOLS DOMAIN,Nagios,Powershell,Process Plugin,automatable,,
Avago,TOOLS DOMAIN,Moogsoft,Powershell,Single Site C-relation,automatable,,
Avago,TOOLS DOMAIN,Nagios,Powershell,Mod gearman implementation,automatable,,
Avago,WINTEL DOMAIN,Nagios,Powershell,SNMP,automatable,,
Avago,TOOLS DOMAIN,Nagios,Powershell,Mailq Monitoring,automatable,,
Avago,WINTEL DOMAIN,Nagios,Powershell,ESX SNMP,automatable,,
Avago,WINTEL DOMAIN,Nagios,Powershell,Customised SNMP Plugin for Hung state,automatable,,
Avago,TOOLS DOMAIN,Nagios,Powershell,Bulk Unmanaging Script,automatable,,
Avago,TOOLS DOMAIN,Nagios,Powershell,DataStore Monitring through Vcentre,automatable,,
Avago,WINTEL DOMAIN,Nagios,Powershell,Service Template for R&D,automatable,,
Avago,WINTEL DOMAIN,Nagios,Powershell,Process Template For R&D,automatable,,
Cummins. Inc,WINTEL DOMAIN,Windows/Unix,"Tools, Optibot, Python & Misc",SOX Report,automatable,,
Cummins. Inc,WINTEL DOMAIN,Windows +unix,"Tools, Optibot, Python & Misc",ADDM Report Server Built,automatable,,
Becton Dickinson,WINTEL DOMAIN,Security,Powershell,Super-seeded patch check for Microsoft KB,automatable,,
Becton Dickinson,WINTEL DOMAIN,Security,Powershell,Qualys Cloud Agent service Restart,automatable,,
Becton Dickinson,WINTEL DOMAIN,Command center,Powershell,Nimsoft configuration,automatable,,
Becton Dickinson,WINTEL DOMAIN,SCCM,Powershell,Exchange- SCCM Remediation,automatable,,
Becton Dickinson,WINTEL DOMAIN,SCCM,Powershell,Script to resolve to Disk space issue in workstations.,automatable,,
Iron Mountain,MIDDLEWARE,Middleware,ShellScript,RIET file load Automation,automatable,,
BCBS NC,WINTEL DOMAIN,Vmware/Windows,Powershell,VMware vCenter Appliance Backup,automatable,,
Iron Mountain,MIDDLEWARE,Middleware,ShellScript,Apache setup and domain creation for new setup,automatable,,
Becton Dickinson,PROCESS AND OTHER REPORTING DOMAIN,Change Management,Powershell,Dairy Operations review report (DOR),automatable,,
Cummins. Inc,TOOLS DOMAIN,Tools,"Tools, Optibot, Python & Misc",Supplier Resource Management System,automatable,,
Crawford,WINTEL DOMAIN,Windows,Powershell,Last logged on user,automatable,,
Crawford,WINTEL DOMAIN,AD,Powershell,Find certificates expiring soon,automatable,,
Crawford,MIDDLEWARE,Middleware,Powershell,IIS Website Information,automatable,,
Crawford,MIDDLEWARE,Middleware,Powershell,Getting Subfolders of remote registry,automatable,,
CHEP USA,UNIX DOMAIN,HP -UNIX,"Tools, Optibot, Python & Misc",Symantec Installation for LINUX,automatable,,
Becton Dickinson,TOOLS DOMAIN,Service Desk,"Tools, Optibot, Python & Misc",To automate internet explorer as default browser on win 10 machines,automatable,,
Estee Lauder,WINTEL DOMAIN,Windows,CA-ITPAM,RV Tools report Generation Automation,automatable,,
RFIH - Synchrony Financial,STORAGE AND BACKUP DOMAIN,Backup,Powershell,Capacity report,automatable,,
Unum,SD AND DATACENTER DOMAIN,SD,"Tools, Optibot, Python & Misc",ACD Report extraction,automatable,,
Unum,SD AND DATACENTER DOMAIN,SD,"Tools, Optibot, Python & Misc",SNOW Survey Report Extraction,automatable,,
Rockwell Automation,WINTEL DOMAIN,CitrixSupport,Powershell,Server health checkup post patching,automatable,,
Otsuka America Pharmaceutical,UNIX DOMAIN,Linux,MicrosoftSCORCH,Linux-CPU Usage,automatable,,
Otsuka America Pharmaceutical,UNIX DOMAIN,Linux,MicrosoftSCORCH,Linux-Memory Usage,automatable,,
Otsuka America Pharmaceutical,UNIX DOMAIN,Linux,MicrosoftSCORCH,"Linux-User Add
",automatable,,
Otsuka America Pharmaceutical,UNIX DOMAIN,Linux,MicrosoftSCORCH,"Linux-User Delete
",automatable,,
Otsuka America Pharmaceutical,UNIX DOMAIN,Linux,MicrosoftSCORCH,"Linux-Boot Alarm
",automatable,,
Merck & Co. Inc,WINTEL DOMAIN,Windows,Powershell,Windows Inventory collection,automatable,,
Rockwell Automation,TOOLS DOMAIN,Tool,CA-ITPAM,GOC Hourly Health Check for Auto-Ticketing of CONTROL-M application,automatable,,
Becton Dickinson,WINTEL DOMAIN,Backup,Powershell,NetBackup server health check,automatable,,
Clubcorp,WINTEL DOMAIN,Imaging,Powershell,Patch Install,automatable,,
Iron Mountain,WINTEL DOMAIN,Wintel,CA-ITPAM,Memory Utilization - Wintel,automatable,,
Sensata Technologies Inc,SD AND DATACENTER DOMAIN,Service Desk,Powershell,Clear Internet Explorer History and Cookies,automatable,,
Estee Lauder,WINTEL DOMAIN,GAM,Powershell,Extract Group Information,automatable,,
Sensata Technologies Inc,SD AND DATACENTER DOMAIN,Service Desk,Powershell,"ACD Data- Call Data (Echi Report), SD",automatable,,
Sensata Technologies Inc,SD AND DATACENTER DOMAIN,Service Desk,Powershell,"Clear DNS Cache, Service Desk",automatable,,
Sensata Technologies Inc,SD AND DATACENTER DOMAIN,Service Desk,Powershell,Clear Temp and Prefetch,automatable,,
Pepsi Co,STORAGE AND BACKUP DOMAIN,Storage,"Tools, Optibot, Python & Misc",Storage health check dashboard,automatable,,
Becton Dickinson,TOOLS DOMAIN,Service Desk,"Tools, Optibot, Python & Misc",Map Network Printer,automatable,,
Becton Dickinson,SD AND DATACENTER DOMAIN,Service Desk,"Tools, Optibot, Python & Misc",Get an access to SAP,automatable,,
Iron Mountain,DATABASE DOMAIN,Oracle ,K-ShellScript,Schema Refresh through Export Import,automatable,,
Estee Lauder,EUC,GAM,Powershell,Extract User Information (With Multiple Inputs),automatable,,
Estee Lauder,EUC,GAM,Powershell,Extract User Information (With OU),automatable,,
Iron Mountain,WINTEL DOMAIN,Windows /VmWare,Powershell,RV tool Batch,automatable,,
Iron Mountain,TOOLS DOMAIN,Linux / Unix,CA-ITPAM,CPU Utilization - Linux,automatable,,
Estee Lauder,WINTEL DOMAIN,GAM,Powershell,Set Folder Permission,automatable,,
Axalta Coating Systems  LLC,DATABASE DOMAIN,SQL server,Powershell,Backup Database (Full/Differential/Log),automatable,,
Becton Dickinson,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Auto-Ticketing based in the Monitored mails,automatable,,
Sensata Technologies Inc,SD AND DATACENTER DOMAIN,Service Desk,Powershell,Email Account Creation,automatable,,
Sensata Technologies Inc,SD AND DATACENTER DOMAIN,Service Desk,Powershell,Claim Enable/ Account,automatable,,
Sensata Technologies Inc,SD AND DATACENTER DOMAIN,Service Desk,Powershell,Claim Enable/ Disabled Account,automatable,,
Sensata Technologies Inc,SD AND DATACENTER DOMAIN,Service Desk,Powershell,Creating Mailing List,automatable,,
Estee Lauder,EUC,AD,Powershell,Extending AD users Expiry date,automatable,,
Estee Lauder,TOOLS DOMAIN,Tools,CA-ITPAM,BULK INCIDENTS RESOLVE,automatable,,
RFIH - Synchrony Financial,WINTEL DOMAIN,Citrix,Powershell,reset citrix profile,automatable,,
Smith & Nephew,STORAGE AND BACKUP DOMAIN,Backup,PHP,Backup Dashboard,automatable,,
Catholic Health Initiatives,STORAGE AND BACKUP DOMAIN,Backup,Powershell,Ticket Assignation,automatable,,
Biogen Idec Inc,WINTEL DOMAIN,Wintel - AD,Powershell,Health check of AD & DC with Mail,automatable,,
Biogen Idec Inc,WINTEL DOMAIN,Wintel - AD,Powershell,Read Username from text file and export AD data.,automatable,,
Biogen Idec Inc,WINTEL DOMAIN,Wintel - AD,Powershell,"Health Check Report Of Servers With Alert Mail
",automatable,,
Biogen Idec Inc,WINTEL DOMAIN,Wintel - AD,Powershell,"Hotfix Installed details on multiple devices.
",automatable,,
Biogen Idec Inc,WINTEL DOMAIN,Wintel / VMWare,Powershell,"Health Check Report With Alert Mail
",automatable,,
Biogen Idec Inc,WINTEL DOMAIN,Wintel / VMWare,Powershell,"Set SNMP Configuration in Vcenter's ESXI Hosts.
",automatable,,
Biogen Idec Inc,WINTEL DOMAIN,Wintel / VMWare,Powershell,"Get SNMP Configuration from Vcenter's ESXI Hosts.
",automatable,,
Biogen Idec Inc,WINTEL DOMAIN,Wintel / VMWare,Powershell,"Ping and Uptime
",automatable,,
Biogen Idec Inc,DATABASE DOMAIN,Database - SQL,Powershell,"Sending Sql Queries data to text file
",automatable,,
Biogen Idec Inc,DATABASE DOMAIN,Database-SQL,Powershell,"Backup report of Sql databases
",automatable,,
Biogen Idec Inc,DATABASE DOMAIN,Database - SQL,Powershell,"Health Check Report of Database Servers
",automatable,,
Biogen Idec Inc,DATABASE DOMAIN,Database - SQL,Powershell,"Cluster current owner and primary node.
",automatable,,
Biogen Idec Inc,DATABASE DOMAIN,Database - SQL,Powershell,"Which server are online Uptime
",automatable,,
Biogen Idec Inc,STORAGE AND BACKUP DOMAIN,Storage,Powershell,"Get folder details of local drive and home drive
",automatable,,
Biogen Idec Inc,STORAGE AND BACKUP DOMAIN,Backup,Powershell,"Health check of Backup devices
",automatable,,
Biogen Idec Inc,NETWORKS DOMAIN,Network,Powershell,"Finding VlanID and interface name of network switches from running config dump and generating report
",automatable,,
Merck & Co. Inc,WINTEL DOMAIN,NAS,Powershell,Storage-NAS-E2E Bardscpi - New Study setup Modernization,automatable,,
Merck & Co. Inc,WINTEL DOMAIN,NAS,Powershell,Storage-NAS-E2E Bardscpi - Existing Study Setup Remediation,automatable,,
Merck & Co. Inc,WINTEL DOMAIN,NAS,Powershell,Storage-NAS-E2E Bardscpi - Study setup Reporting Automation,automatable,,
Merck & Co. Inc,WINTEL DOMAIN,Linux,Powershell,Server-Linux-Migrate Network to Newsegment,automatable,,
Merck & Co. Inc,WINTEL DOMAIN,Windows,Powershell,Server-Windows-Network Segmentation-Pre&Post; check,automatable,,
Merck & Co. Inc,WINTEL DOMAIN,Windows,Powershell,Server-Windows-Network Segmentation-Vlan ID change,automatable,,
Biogen Idec Inc,WINTEL DOMAIN,Wintel/Vmware,Powershell,"Which servers are physical and virtual and generating report.
",automatable,,
Biogen Idec Inc,WINTEL DOMAIN,Wintel/Vmware,Powershell,Finding ENIC AND FNIC details of Vcenter's hosts.,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows,Powershell,Remediation of SCCM Client,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows,Powershell,Patching- post check for Pi servers,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows,Powershell,Patching- post check for uniformance servers,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows,Powershell,Patching- precheck for? servers,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows,Powershell,Patching- precheck for uniformance servers,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows,Powershell,SCOM health state check,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows,Powershell,data migration file permission check,automatable,,
Exxon Mobil Inc,UNIX DOMAIN,Unix&Linux,Powershell,Control 13,automatable,,
Exxon Mobil Inc,UNIX DOMAIN,Unix&Linux,Powershell,Control 10,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows,Powershell,Share size,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows,Powershell,Share permission,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows,Powershell,Itcm dfs deletion,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Storage,Powershell,Itcm cisco telnet script,automatable,,
Syneos Health,WINTEL DOMAIN,CAMS,Powershell,End User Notfication Pop Up,automatable,,
Syneos Health,WINTEL DOMAIN,CAMS,Powershell,SCCM DP health and Configuration status and initiate Content Validation,automatable,,
Syneos Health,WINTEL DOMAIN,CAMS,Powershell,Termination Request,automatable,,
Syneos Health,WINTEL DOMAIN,CAMS,Powershell,SCCM Report mail of SCCM Non Healthy Clients,automatable,,
Syneos Health,WINTEL DOMAIN,CAMS,Powershell,Collect the disk details and last boot up time,automatable,,
Syneos Health,WINTEL DOMAIN,CAMS,Powershell,"SCCM Client remediation automation - WMI, Low disk space, Access denied etc.",automatable,,
Syneos Health,WINTEL DOMAIN,CAMS,Powershell,Software installation report based on ARP entries,automatable,,
Syneos Health,WINTEL DOMAIN,CAMS,Powershell,Packaging deployment status report,automatable,,
Syneos Health,WINTEL DOMAIN,CAMS,Powershell,Duplicate GUID machines and duplicate machine names in SCCM database.,automatable,,
Syneos Health,WINTEL DOMAIN,CAMS,Powershell,Monthly Workstation Patching Report shared to customers,automatable,,
Syneos Health,WINTEL DOMAIN,CAMS,Powershell,Disk Space Issues on SCCM remote site servers,automatable,,
Syneos Health,WINTEL DOMAIN,CAMS,Powershell,Automation of Licensed software/Application Deployments? for End user Machines,automatable,,
Syneos Health,WINTEL DOMAIN,CAMS,Powershell,Automation of Non Licensed Software Installation on End User machines using SCCM Self-Service Application Catalog Portal,automatable,,
Syneos Health,WINTEL DOMAIN,CAMS,Powershell,Web Portal for SCCM Reporting Dashboard and Hardware/Software Inventory Reports,automatable,,
Syneos Health,WINTEL DOMAIN,Network Data,Powershell,Capacity Management Report,automatable,,
Biogen Idec Inc,STORAGE AND BACKUP DOMAIN,Backup,Powershell,Avamar NDMP accelerator,automatable,,
Blue Cross & Blue Shield - Rhode Island,WINTEL DOMAIN,GAM,Powershell,repoting manager update,automatable,,
Blue Cross & Blue Shield - Rhode Island,WINTEL DOMAIN,Messaging,Powershell,Office365 IP Changes  Monthly,automatable,,
Blue Cross & Blue Shield - Rhode Island,WINTEL DOMAIN,Windows,Powershell,server build,automatable,,
Blue Cross & Blue Shield - Rhode Island,WINTEL DOMAIN,Linux,ShellScript,Subscription status check and modify every week for entitlements if unentitled,automatable,,
Blue Cross & Blue Shield - Rhode Island,WINTEL DOMAIN,Operations,Powershell,Sunrise report -tools (partially report of one track),automatable,,
Blue Cross & Blue Shield - Rhode Island,WINTEL DOMAIN,Messaging,Powershell,Report from Azure active directory,automatable,,
Blue Cross & Blue Shield - Rhode Island,WINTEL DOMAIN,Messaging,Powershell,SMTP rely Report,automatable,,
Exxon Mobil Inc,STORAGE AND BACKUP DOMAIN,Backup,Powershell,Health Check of Media Servers,automatable,,
Exxon Mobil Inc,STORAGE AND BACKUP DOMAIN,Backup,Powershell,Health Check of Master Servers,automatable,,
Exxon Mobil Inc,STORAGE AND BACKUP DOMAIN,Backup,Powershell,Availability of Scratch Tape Drives,automatable,,
Exxon Mobil Inc,STORAGE AND BACKUP DOMAIN,Backup,Powershell,Analysis for jobs running more than 12 hours,automatable,,
IHG,WINTEL DOMAIN,Backup,Powershell,Veeam Health Check Report,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows,Powershell,"Home drive terminated user deletion
",automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows,Powershell,"Fix_esm_agent
",automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows,Powershell,"Uninstall_esm_agent
",automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows,Powershell,"Obtain_ip
",automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows,Powershell,"Fix heartbeat issues
",automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Change Management,Powershell,Ticket/Workorder Creation,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,IT Compliance,Powershell,ITCM NetMon Uninstall,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,IT Compliance,Powershell,ITCM SEP Remediation,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Vmware,Powershell,VMWare Pre-Check,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Change Management,Powershell,CRQ Auditing,automatable,,
Exxon Mobil Inc,STORAGE AND BACKUP DOMAIN,Backup,Powershell,Backup Restore,automatable,,
Cooper Tire and Rubber Company,NETWORKS DOMAIN,Network Security,Powershell,Weekly Report,automatable,,
Cooper Tire and Rubber Company,WINTEL DOMAIN,Wintel,Powershell,GUID Report,automatable,,
Cooper Tire and Rubber Company,WINTEL DOMAIN,Wintel,MicrosoftSCORCH,New VM creation automation in SCORCH,automatable,,
Cooper Tire and Rubber Company,WINTEL DOMAIN,Wintel,MicrosoftSCORCH,"High Memory alert automation in SCORCH
",automatable,,
Cooper Tire and Rubber Company,PROCESS AND OTHER REPORTING DOMAIN,Sharepoint,Powershell,Sharepoint file Operation,automatable,,
Cooper Tire and Rubber Company,WINTEL DOMAIN,Wintel,MicrosoftSCORCH,"High CPU alert automation in SCORCH
",automatable,,
Cooper Tire and Rubber Company,WINTEL DOMAIN,Wintel,Powershell,Printer Details,automatable,,
Cooper Tire and Rubber Company,WINTEL DOMAIN,Wintel,MicrosoftSCORCH,"Heartbeat failure automation in SCORCH
",automatable,,
Cooper Tire and Rubber Company,WINTEL DOMAIN,Wintel,Powershell,File Access Details,automatable,,
Cooper Tire and Rubber Company,WINTEL DOMAIN,Wintel,MicrosoftSCORCH,"C: drive clean up automation in SCORCH
",automatable,,
Cooper Tire and Rubber Company,TOOLS DOMAIN,DSS,Powershell,"File Copy among Servers
",automatable,,
Cooper Tire and Rubber Company,TOOLS DOMAIN,SCOM,Powershell,"Retrive Event ID
",automatable,,
Cooper Tire and Rubber Company,PROCESS AND OTHER REPORTING DOMAIN,Management,Powershell,"SCORCH Incident Report
",automatable,,
Cooper Tire and Rubber Company,WINTEL DOMAIN,Active Directory,MicrosoftSCORCH,"Bulk AD account termination
",automatable,,
Cooper Tire and Rubber Company,WINTEL DOMAIN,Wintel,Powershell,"File Transfer Monitoring
",automatable,,
Cooper Tire and Rubber Company,WINTEL DOMAIN,Active Directory,Powershell,"AD service account lock ticket creation
",automatable,,
Cooper Tire and Rubber Company,WINTEL DOMAIN,Active Directory,Powershell,"Deletion of mails and move to .pst
",automatable,,
Cooper Tire and Rubber Company,WINTEL DOMAIN,Wintel,Powershell,"AD all Group members and Count
",automatable,,
Cooper Tire and Rubber Company,WINTEL DOMAIN,Wintel,Powershell,"Time zone of all servers
",automatable,,
Cooper Tire and Rubber Company,PROCESS AND OTHER REPORTING DOMAIN,Process,Powershell,"Emergency Change Analysis
",automatable,,
Cooper Tire and Rubber Company,PROCESS AND OTHER REPORTING DOMAIN,Process,Powershell,"Complaince Report
",automatable,,
Otsuka America Pharmaceutical,WINTEL DOMAIN,Reports,MicrosoftSCORCH,Daily Health Check for Gold supported Servers  (Uptime report /Disk space utilization for root and non root  for 12/24 hours ),automatable,,
Otsuka America Pharmaceutical,DATABASE DOMAIN,Database - SQL,MicrosoftSCORCH,"MSSQL 2014: Database is in offline/recovery pending/suspect/emergency state 
",automatable,,
Otsuka America Pharmaceutical,WINTEL DOMAIN,ICC,MicrosoftSCORCH,"CIM Template Automation(P1 Notifcation)
",automatable,,
Otsuka America Pharmaceutical,DATABASE DOMAIN,Database (SQL),MicrosoftSCORCH,Filegroup is running out of space,automatable,,
Pepsi Co,STORAGE AND BACKUP DOMAIN,Storage,"Tools, Optibot, Python & Misc",Storage Health Check Dashboard,automatable,,
Pepsi Co,UNIX DOMAIN,Linux / Unix,CA-ITPAM,Linux Pre and Post Patching,automatable,,
Pepsi Co,WINTEL DOMAIN,Rythm,CA-ITPAM,Robots,automatable,,
Chemtura,WINTEL DOMAIN,SCCM,"Tools, Optibot, Python & Misc",Daily monitoring of Backup site server,automatable,,
Chemtura,WINTEL DOMAIN,ICC,MicrosoftSCORCH,Health Check up can be automated,automatable,,
Chemtura,WINTEL DOMAIN,ICC,MicrosoftSCORCH,Top CI Report can be automated,automatable,,
Chemtura,WINTEL DOMAIN,Asset,MicrosoftSCORCH,Networks-Asset creation,automatable,,
Chemtura,WINTEL DOMAIN,Exchange,Powershell,Conference Summary Report in Lync,automatable,,
Chemtura,WINTEL DOMAIN,Exchange,Powershell,Listing the Active Users On Lync,automatable,,
Chemtura,WINTEL DOMAIN,Exchange,Powershell,Lync end point Connection report,automatable,,
Chemtura,WINTEL DOMAIN,Exchange,Powershell,User primary Registrar Server,automatable,,
Chemtura,WINTEL DOMAIN,ICC,"Tools, Optibot, Python & Misc",SLA status of 16x5 tracks,automatable,,
Chemtura,WINTEL DOMAIN,Asset,"Tools, Optibot, Python & Misc",All Devices warranty/support contract expiry notification,automatable,,
Chemtura,WINTEL DOMAIN,Network,"Tools, Optibot, Python & Misc",bandwidth utilization alerts for MPLS router,automatable,,
Pepsi Co,UNIX DOMAIN,Linux / Unix,CA-ITPAM,CRM Cluster to remove Location Preferences,automatable,,
Pepsi Co,NETWORKS DOMAIN,Rythm,CA-ITPAM,Connection/Hung Server,automatable,,
Biogen Idec Inc,STORAGE AND BACKUP DOMAIN,Storage,Powershell,"NAS devices health check with daily mail(NetApp C-mode,NetApp 7-Mode,Isilon)
",automatable,,
Biogen Idec Inc,STORAGE AND BACKUP DOMAIN,Storage,Powershell,"Brocade Switch health check with daily mail.
",automatable,,
